,0,1,2,3,4,5,6,7,8,9
0,660.0,349.0,403.0,490.0,826.0,518.0,811.0,934.0,332.0,685.0
1,609.0,506.0,148.0,497.0,746.0,652.0,672.0,986.0,253.0,610.0
2,608.0,748.0,403.0,432.0,763.0,362.0,748.0,723.0,379.0,512.0
3,510.0,345.0,173.0,357.0,741.0,458.0,775.0,806.0,281.0,568.0
4,569.0,541.0,253.0,497.0,842.0,652.0,785.0,902.0,409.0,611.0
5,968.0,1092.0,587.0,1223.0,1096.0,790.0,1489.0,1184.0,593.0,708.0
6,1355.0,1345.0,621.0,1599.0,1457.0,1156.0,1897.0,1373.0,690.0,983.0
7,1650.0,1322.0,989.0,1870.0,2046.0,1311.0,1960.0,1701.0,828.0,1517.0
8,1522.0,1444.0,1276.0,1852.0,2291.0,1581.0,1892.0,1717.0,1053.0,1515.0
9,1423.0,1345.0,1115.0,1851.0,1830.0,1353.0,1767.0,1686.0,895.0,1297.0
10,1604.0,1334.0,1115.0,1724.0,1876.0,1564.0,1560.0,1632.0,850.0,1208.0
11,1645.0,1138.0,1138.0,1777.0,1670.0,1538.0,1518.0,1659.0,876.0,1236.0
12,1422.0,1096.0,1173.0,1732.0,1619.0,1370.0,1611.0,1563.0,923.0,1175.0
13,1433.0,1161.0,1161.0,1624.0,1906.0,1458.0,1554.0,1514.0,756.0,1153.0
14,1968.0,1529.0,1196.0,1888.0,1750.0,1219.0,1441.0,1891.0,515.0,1287.0
15,1661.0,1184.0,1391.0,1802.0,1918.0,1484.0,1517.0,1714.0,826.0,1197.0
16,1668.0,1196.0,1437.0,1805.0,1997.0,1526.0,1497.0,1634.0,906.0,1300.0
17,1743.0,1173.0,2265.0,2055.0,2591.0,1685.0,1736.0,1485.0,1369.0,1331.0
18,1773.0,1299.0,1506.0,1807.0,1960.0,1538.0,1694.0,1936.0,1072.0,1321.0
19,1572.0,1081.0,1414.0,1368.0,1694.0,1080.0,1419.0,1782.0,896.0,1003.0
20,1325.0,897.0,1115.0,1154.0,1537.0,1139.0,1067.0,1576.0,706.0,979.0
21,1159.0,817.0,656.0,966.0,1198.0,837.0,1104.0,1319.0,615.0,987.0
22,908.0,555.0,1288.0,929.0,1413.0,761.0,904.0,991.0,569.0,626.0
23,772.0,610.0,437.0,652.0,830.0,501.0,875.0,1030.0,450.0,630.0
24,744.0,483.0,380.0,496.0,893.0,555.0,757.0,748.0,340.0,671.0
25,594.0,403.0,380.0,332.0,817.0,295.0,853.0,747.0,446.0,584.0
